example_id,article,answer,question,options,gpt_3.5_answers
high21321.txt,"I have a rule for travel: Never carry a map. I prefer to ask for directions.
Foreign visitors are often puzzled in Japan because most streets there don't have names. In Japan, people use  _ in their directions instead of street names. For example, the Japanese will say to travelers, ""Go straight down to the corner. Turn left at the big hotel and go past a fruit market. The post office is across from the bus stop.""
     In the countryside of the American Midwest, usually there are not many landmarks. There are no mountains, so the land is very flat . In many places there are no towns or buildings within miles. Instead of landmarks, people will tell you directions and distance. In Kansas or Iowa, for example, people will say, ""Go north two miles. Turn east, and then go another mile.""
People in Los Angeles, California, have no idea of distance on the map: They measure distance by means of time, not miles. ""How far away is the post office?"" you ask. ""Oh,"" they answer, ""It's about five minutes from here."" You say, ""Yes, but how many miles away is it?"" They don't know.
     People in Greece sometimes do not even try to give directions because visitors seldom understand the Greek language. Instead of giving you the direction, a Greek will often say, ""Follow me."" Then he'll lead you through the streets of the city to the post office.
      Sometimes a person doesn't know the answer to your question. What happens in this situation? A New Yorker might say, ""Sorry, I have no idea."" But in Yucatan, Mexico, no one answers, ""I don't know."" People in Yucatan think that ""I don't know"" is impolite. They usually give an answer, often a wrong one. A visitor can get very, very lost in Yucatan!
One thing will help you everywhere -- in Japan, in the United States, in Greece, in Mexico, or in any other place. You might not understand a person's words, but maybe you can understand his body language. He or she will usually turn and then point in the correct direction. Go in that direction, and you may find the post office!",C,In which place do people tell distance by means of time?,"['Japan', 'American Midwest', 'Los Angeles, California', 'Greece']","C) Los Angeles, California"
high5193.txt,"Instead of a normal court hearing, the trial on Wednesday appeared more like a prepared drama. Hundreds of reporters waited outside the court, in the hope of learning ""shocking"" information about the case, which includes well-known military singer Li Shuangjiang's son, who gang-raped a woman with another four men on February.
The case was not a public hearing because it includes teenagers, whose privacy must be protected under law, but many details had been exposed by the lawyers before the trial.
Lawyers of all five suspects and the woman's lawyer made a lot of debate on the Internet before the trial, making the case more confused.
Wu Ming'an, a law professor from the China University of Political Science and Law, said it was a pity to see such a ""performance"" by the lawyers.
""It can be understood that the two parties freely spoke their opinions, but it's not professional or wise to see lawyers do the same,"" Wu said. ""Instead, the lawyers should guide and persuade their clients  to calm down, especially for such a non-public and sensitive case.""
China has no clear rule to manage lawyers' behavior before trials, ""but it should be general knowledge that the lawyers of the two sides cannot _ too many details, particularly in a case that includes teenagers"", Wu added.
Yi Shenghua, a lawyer who has been following the case, said it does more harm than good to both parties for such detailed information to be exposed before the trial.
""It's OK for lawyers to speak, but what is said must be reasonable and legal. Although judgments should not be affected by public opinion, it's hard for them not to be,"" he said, suggesting judicial authorities should speak out if the case goes wrongly.
Trials must be conducted based on evidence, while lawyers should protect their clients' rights instead of adding fuel to the flames, Yi said.
In my eyes, the most important aspect of the case, lies in how to make lawyers do their work more professionally and reasonably.",B,What is Wu ming'an's attitude towards the lawyers' behavior of making a lot of debate on the internet before the trial?,"['approval', 'critical', 'neutral', 'indifferent']",critical
high19020.txt,"There are several reasons for hair loss in women. However, in most cases, treatment is quite effective. Female hair loss patterns in women are not as easily recognizable as they are in men. A woman may experience it temporarily due to pregnancy or illness, although they may experience it for other reasons.
Hair loss can be due to a variety of factors, including a genetic tendency (which is not genetically linked to just one parent--both parents contribute to the tendency to lose hair).
Women who are experiencing hair problems seem to have more limited choices than men. There are some female hair loss treatments that are available such as the Tricomin System which is a topical treatment that is nutrition based. Shen Min for Women is another natural treatment that contains herbs   that are said to stimulate  hair growth and even restore hair that is graying to its natural color1.
The majority of the popular, prove hair loss treatments are only intended for men and are not suitable for women. True, a woman's hair issue is different from a man's. The biological makeup is different and the needs are different. Women have different needs and their bodies react in different ways to environmental changes, physical illness and even the treatments that are available. There are many natural treatments such as vitamin and mineral supplements that are said to stimulate hair growth, but, for the most part, these claims are currently unproven.
One of the first and most important factors to effectively treating is to get a diagnosis from a doctor. Talk to your doctor about any symptoms  that you may be experiencing in addition to the thinning hair. Stress, weight loss or gain, illness and depression, all of these can be contributing factors.",D,The reasons for the differences between the female and male hair loss problems do not include_.,"['The biological structure and composition of the hair', 'The wants and needs', 'The reactions and responses to the outside changes', 'The approach to taking exercise']",D. The approach to taking exercise
middle7454.txt,"We all know about this famous Kitty. She has no mouth,and she wasn't born out of a TV show or a video game. So how did this cute character become popular? How did she change the world?
Hello Kitty was created   in Japan in 1974.Sanrio,a company in Japan,was working for a new character to put on their new purse. The first picture of Hello Kitty was introduced on November 1.She was so cute that it became popular soon in Japan and all over the world.
Hello Kitty is only a character,but she has a story of her own. Her full name is Kitty White,and she's even not a Japanese. She lives in the countryside outside London with her family--George White,Mary White and her twin sister Mimmy. Hello Kitty wears a red bow    on her left ear while Mimmy wears a yellow bow on her right ear.
Kitty loves goldfish and baking cookies,but her favourite thing is to eat her mum's apple pie! She also loves stars and candies too.She is in the 3rd grade and she weighs as much as three apples but is five apples tall.She even had a blood (.) type,which is A.
Hello Kitty's appearance hasn't changed much,though she turned 40 on November 1,2014.",A,What is the best title   for this passage?,"['The history of Hello Kitty', 'What made Hello Kitty popular', 'The family of Hello Kitty', ""Hello Kitty's birthday""]",B. What made Hello Kitty popular
high12991.txt,"Trends come and go but style is eternal. So what is the latest fashion trend that defines this season? Let's take a look at the fashion trend in 2016 and be the first ones to embrace the latest trend.
Head----It seems like everyone will be wearing a bucket hat this season. Bucket hat might sound a bit old-fashioned for some people, but the 90s trend is in season again! Spring and summer are always the seasons for casual clothes, so pairing the bucket hat with casual shorts or skirts would be your outfit to go in this spring and summer in 2016.
Bottom--Summer is the season when everyone gets ready for the humid weather. The current season trend is making everyone have a more comfortable summer because wide-leg bottoms is in trend again. Perhaps not everyone likes wide-leg bottoms because this could possible make people look shorter, choosing a high-waist wide-leg bottom and matching it with crop top will definitely make you look taller and trendy in 2016.
Dress---Be prepared for embracing the feminine details this season. Ruffles around the sleeve or ruffles all-over the dress will be everyone's favorite in SS 2016. All these little details will transform your look in season. Simple colors like pink and black are designer's favorites in this season too.
Shoes---Many people thought wedges are also the shoes to go in spring and summer time, but in SS 2016, very flat flats are in trend again. Shoe designers are trying to have more combinations flats or low-heels with less of gender identity.
Accessories----No outfit goes perfect without accessories. Adding statement accessories to your simple and natural outlook this summer is your day-to-night outfit. These jewels are doing to make you feel completed in day time and sparkled at night.",C,What kind of people will benefit a lot more from this passage?,"['Scientists', 'Teachers', 'Designers', 'Lawyers']",C) Designers
high2355.txt,"Sometimes educators need to be reminded that their job is important and they are very much appreciated. Here are some movies that inspire us and make educators feel proud to be in the field of education where they really do have an impact.
The Miracle Worker
The ultimate teaching miracle, Anne Bancroft is awesome as Annie Sullivan who uses 'tough love' to get through to the deaf and blind Helen Keller played by Patty Duke. Very few people can watch the famous 'water' scene without experiencing a feeling of victory and relief. Excellent portrayal of the importance of perseverance. Both Bancroft and Duke won an Academy Award for their performances.
The Karate Kid
While not normally thought of as a 'classroom' movie, The Karate Kid has much to say to teachers: Sometimes we have to have our students do things that they will not understand until much later; Basic skills are most important; Honor and integrity are central to character; Students need to see us beam with excitement over their achievements. A fun, nostalgic and inspiring movie to relish.
To Sir With Love
Produced in 1967, this film with Sidney Poitier as a novice teacher has a lot to teach us today. Poitier takes a teaching position in the rough part of London in order to pay his bills. Realizing that his students need to be taught important life lessons more than the curriculum he has been handed to teach them, he throws out the lesson plans and makes a real impact on their personal lives.
Mr. Holland's Opus
This memorable movie gives all teachers hope that they truly have an impact on their students. Richard Dreyfuss is wonderful as a musician/composer who must take a teaching job to support his family. In the end, Dreyfuss' character realizes that he has had as much if not more of an impact from his teaching ashe would have as a composer.",B,The four films above are specially intended for  _  .,"['students', 'teachers', 'parents', 'managers']",B. teachers
high23310.txt,"Upset by reading bad news daily,Neil Pasricha decided to try to focus on the positive and come up with l,000 simple,free,good things,posting one each day on a blog .
   Pasricha,aged 30,said his blog aimed to focus on life's simple pleasures,such as finding forgotten money in a pocket, or fixing a TV set with a heavy blow.Little did he realize his blog would attract 40,000 people a day to join his discussions.He was amazed to win two Webby awards.known as ""the Oscars of the Internet,'' something positive at a time when his marriage broke up and one of his closest friends killed himself.
    ""I turned the worst year of my life into my best year by focusing on the positive,"" Pasricha told reporters in a telephone interview.""Every day I try to find something that is happy,free and universal to share, 1ike the smell of a bakery or when a cashier opens up a new line at a store*""
    Pasricha said when he began his blog in June 2008 he thought he might have trouble finding out l,000 simple, happy moments in life but now he is more than halfway through and ideas keep crowding in,from himself and from followers of his blog.
    ""These moments can start a huge conversation.Most of our life is really about hitting green lights on the way home from work,or waking up before your alarm clock rings and realizing you have more time in bed.  But it is those small moments we forget about.""
    Although his blog got a great success.Pasrieha does not want to change his daily life.""I travel regularly for an hour a day to work.I like work because I like the people in my office.I'm not a writer and I don't know the writing skills either.I just like observing the world and putting it down."" he said.",B,Which of the following will Pasricha probably NOTpost onto his blog?,"['Coming across an old schoolmate.', 'Falling off his bike and getting injured.', 'Finding his lost dog come back home.', 'Buying his favorite book at a special price']",B. Falling off his bike and getting injured.
high11503.txt,"There is famous story about British poet Samuel Taylor Coleridge.He was writing a poem when he was interrupted by a knock at the door.
This was an age before telephones.Someone was delivering a message.When Colcridge got back to his poem, he had lost his inspiration.His poetic mood had been broken by the knock on his
door.His unfinished poem, which could otherwise have been a masterpiece, would now never be more than a fragment(,).
This story tells how unexpected communication can destroy an important thought, which brings us to the cell phone.
The most common complaint about cell phones is that people talk on them to the annoyance of people around them.But marc damaging may be the cell phone's disruption of our thoughts.
We have already entered a golden age of little white lies about our call phones, and this is by and large a healthy, productive development."" I didn't hear it ring"" or "" I didn't realize my cell phone had shut off"" arc among the lies we tell to give ourselves space where we're beyond reach.
The notion or idea of being unreachable is not a new concept-we havoc ""Do Not Disturb"" signs on the doors of hotel rooms. So why must we feel guilty when it comes to cell phones? Why must we apologize if we decide to shut off the phone for a while?
The problem is that we come from a long-established tradition of difficulty with distance communication.Until the recent mass deployment of cell phones, it was easy to communicate with someone next to us or a few feet away, but difficult with someone across town, the country or the
globe.We came to take it for granted.
But cell phones make long-distance communication common, and endanger our time by ourselves.Now time alone, or conversation with someone next to us which cannot be interrupted by a phone, is something to be cherished.Even cell phone devotees, myself usually included, can't help at times wanting to throw their cell phone away, or curse the day they were invented.
But we don't and won't, and there really is no need.All that's required to take back our private time is a general social recognition that we have the right to it.
In other words, we have to develop a healthy contempt for the rings of our phones.Given the case of making and receiving cell phone calls, if we don-t talk to the caller right now, we surely will shortly later.
A cell phone call deserves no greater priority than a random word from a person next to us.Though the call on my cell phone may be the one-in-a-million from Steven Spielberg-who has  finally read my novel and wants to make it his next movie.But most likely it is not, and I'm better
off thinking about the idea I just had for a new story, or the pizza I'll eat for lunch.",C,"According to the author, what is the most annoying problem caused by cell phones?","['People get so bothered by the cell phone rings that they fail to notice anything else.', 'People feel guilty when they are not able to answer their cell phones.', ""Cell phones interrupt people's private time."", 'With cell phones it is no longer possible to be unreachable.']","C, Cell phones interrupt people's private time."
high19910.txt,"Despite the anxiety that Jones' Host--said by some to be the first digital novel--caused in 1993, publishers weren't too concerned that e-books would one day replace printed books. However, that attitude was changed suddenly in 2007 when Amazon's Kindle came onto the market, which led to e-book sales jumping up to 1,260%. Since then, e-books' popularity has continued to rise steadily. The publishing industry seemed to have lost all possible ability to regain its position. Will printed books eventually become a thing of the past?
According to Mike Shatzkin, founder and CEO of the Idea Logical Company, printed books just for plain old reading will, in 10 years from now, be unusual. ""Not so unusual that a kid will say, 'Mommy, what's that?' but unusual enough that on the train you'll see one or two people reading something printed, while everyone else is reading off of a tablet."" And Shatzkin believes that the de mise of print is sure to happen, though such a day won't arrive for perhaps 50 to 100 or more years.
Robert Stein, founder of the Institute for the Future of the Book, however, believes that books won't disappear entirely, at least not anytime soon. ""Print will exist, but it will be in a
different field and will appeal to a very limited audience, as poetry does today. Like woodblock printing, hand-processed film and folk weaving  , printed pages may assume an artistic
value,"" he says. He imagines that future forms of books might be developed not by traditional publishers but by the gaming industry. He also predicts that the distinction between writer and reader will be made less obvious by a social reading experience in which authors and consumers can digitally interact with each other to discuss any passage, sentence or line.
Is there anything we risk sacrificing, should print really disappear entirely? According to Maryanne Wolf, director of the Center for Reading and Language Research at Tufts University, electronic reading can negatively affect the way the brain responds to text, including reading comprehension, focus and the ability to maintain attention to details like plot and order of events. ""My worry is that we'll have a short-circuited reading brain, excellent for gathering information but not necessarily for forming critical, analytical deep reading skills,"" Wolf says.
        The field, however, is in an early stage, and findings about the negative effects of e-reading are far from certain. In light of this, Wolf hopes that we continue to maintain a ""bi-literate"" society--one that values both the digital and printed word. ""A full reading brain circuit is a huge contribution to the intellectual development of our species. Anything that threatens it deserves our attention.""",A,How did publishers feel about the rising e-book sales inspired by the Kindle?,"['Worried.', 'Excited.', 'Curious.', 'Skeptical.']",A. Worried.
high1731.txt,"A woman named Emily renewing her driver's license at the County Clerk's office was asked to state her occupation. She hesitated, uncertain how to classify herself.
""What I mean is,"" explained the recorder, ""do you have a job, or are you just a ...""
""Of course I have a job,"" said Emily. ""I'm a mother.""
""We don't list 'mother' as an occupation... 'housewife' covers it,"" said the recorder.
One day I found myself in the same situation. The clerk was obviously a career woman, confident and possessed of a high sounding title. ""What is your occupation?"" she asked.
The words simply popped out. ""I'm a Research Associate in the field of Child Development and Human Relations.""
The clerk paused, ballpoint pen frozen in midair.
I repeated the title slowly, then I stared with wonder as my statement was written in bold, black ink on the official questionnaire.
""Might I ask,"" said the clerk with new interest, ""Just what you do in this field?""
Coolly, without any trace of panic in my voice, I heard myself reply, ""I have a continuing program of research (what mother doesn't), in the lab and in the field (normally I would have said indoors and out). Of course, the job is one of the most demanding in the humanities (any mother care to disagree?), and I often work 14 hours a day (24 is more like it). But the job is more challenging than most careers and rewards are more of a satisfaction rather than just money.""
There was an increasing note of respect in the clerk's voice as she completed the form, stood up, and showed me out.
As I drove into our driveway, buoyed up   by my glamorous new career, I was greeted by my lab assistants---ages 13, 7, and 3.
Upstairs I could hear our new experimental model (a 6 month old baby), in the child-development program, testing out a new vocal pattern.
I felt proud! I had gone on the official records as someone more distinguished and indispensable   to mankind than ""just another mother.""
Motherhood...What a glorious career! Especially when there's a title on the door.",D,What can we infer from the conversation between the woman and the recorder at the beginning of the passage?,"['The recorder was impatient and rude.', 'The woman felt ashamed to admit what her job was.', 'The author was upset about the situation that mothers faced.', 'Motherhood was not recognized and respected as a job by society.']",D. Motherhood was not recognized and respected as a job by society.
middle8069.txt,"Last year Jim was going to join the army( ) and had to take a medical examination  . The doctor was sitting at a desk when he went in. He said to the man, ""Take your coat and shirt off, and sit on that chair.""
Jim did so. The doctor looked at him for a moment without getting up from his chair and then said, ""All right. Put your clothes on again.""
""But you haven't examined me at all."" the young man said in surprise.
""There is no need to do so,"" the doctor said with a smile. ""When I told you to take your coat and shirt off, you heard me all right, so there is nothing wrong with your ears. You saw your chair, so your eyes are good. You could take your clothes off and sit on the chair, so you must be in good health.",B,Why did the young man take a medical examination?,"['He hurt his ear.', 'He hoped to join the army.', 'He wanted to get some medicine.', 'He was unhealthy.']",B
middle5014.txt,"""One of my actors is sick! He has just one line and you're the only one who fits his clothes!"" One afternoon, the school drama director suddenly shouted to me. She seemed so nervous and worried that I felt sorry for her and said, ""Ok"".
""You will be fine. It's easy!"" She said. But it wasn't easy at all. On the stage, four other actors and actresses spoke their lines, and I opened my mouth. Nothing came out. I couldn't even breathe. I just wanted to leave. The next thing I knew, I was running off the stage.
As I was running off the stage, I accidentally knocked over a glass of grape juice that was on a table. The purple juice hit the girl next to me --- Andrea, the leading actress of the drama. She gave me a nasty look. I thought she was going to kill me!
But then, Andrea quickly said, ""Darling, you're so silly! Let's toast  to my darling's silliness! Cheers!"" She grabbed another glass of grape juice and drank it. The other actor quickly followed Andrea's lead and saved the scene. The audience thought my mistake was part of the play!
I apologized to everyone after the play. To my surprise, they were not angry with me. They told me, ""It's all a part of being on stage."" I could be wrong, but I think I liked being on stage. I think I will try again.",A,The writer will most probably   _   in the future.,"['join the drama club', 'dislike Andrea', 'stay away from the stage', 'help Andrea wash her clothes.']",C. Stay away from the stage.
high7234.txt,"For many years, I was convinced that my suffering was due to my size. I believed that when the weight disappeared, it would take old wounds, hurts and rejections with it.
Many weight-conscious people also mistakenly believe that changing our bodies will fix _ . Perhaps our mistake is believing that being thin equals being loved, being special, and being cherished. We fantasize   about what it will be like when we reach the long-awaited goal .We work very hard to realize this dream. Then, at last, we find ourselves there.
But we often gain back what we have lost. Even so, we continue to believe that next time it will be different. Next time, we will keep it off. Next time, being thin will finally fulfill its promise of everlasting happiness, self-worth, and, of course, love.
It took me a long time to realize that there was something more for me to learn about beauty. Beauty standards vary with culture. In Samoa a woman is not considered attractive unless she weighs more than 200 pounds. More importantly, if it's happiness that we want, why not put our energy there rather than on the size of our body? Why not look inside? Many of us strive hard to change our body, but in vain. We have to find a way to live comfortably inside our body and make friends with and cherish ourselves. When we change our attitudes towards ourselves, the whole world changes.",A,"According to the author , what is the common view of those who have lost some weight first and gained it back later ?","['They feel optimistic about future plans on weight control.', 'They are indifferent to the regained weight.', 'The feel angry about the regained weight.', 'They think they should give up their future plans on weight control.']",A. They feel optimistic about future plans on weight control.
high10824.txt,"Throughout history, people have been interested in knowing how languages first began, but no one knows exactly where or how this happened. However, we do know a lot about languages, the languages of today and also the languages of earlier times. There are probably about 3,000 languages in the world today. Chinese is the language with the most speakers. English, Russian and Spanish are also spoken by many millions of people. On the other hand, some languages in the world have less than one hundred speakers.
There are several important families of languages in the world. For example, most of the languages of Europe are in one large family called Indo-European. The original   language of this family was spoken about 4,500 years ago. Many of the present day languages of Europe and India are modern forms of the language of 4,500 yeas ago.
Languages are always changing. The English of today is very different from the English of 500 years ago. In time some even died out completely. About 1,000 years ago, English was a little-known relative of German spoken on one of the borders of Europe.
If a language has a large number of speakers or if it is very old, there may be differences in the way it is spoken in different areas. That is, the language may have several dialects. Chinese is a good example of _ differences. Chinese has been spoken for thousands of years by many millions of speakers. The differences between the dialects of Chinese are so great that speakers of Chinese from some parts of China can't understand speakers from other parts.",D,"According to the passage, most European and Indian languages   _   .","['will soon die out completely', 'were once a relative of English', 'are no longer spoken', 'come from the same family']",D
middle8265.txt,"Americans love cars.They go everywhere in them.8 5%of people in the US go to and from work by car. And most adults have driving licenses.Why does this car culture exist?
How it started
America's love of cars started after the war when soldiers returned home from World War II to rebuild their lives.They borrowed money from the government to buy houses and cars which became the symbols of status .The more money they had,the bigger their cars were.
Making of roads
During the war,President Eisenhower noticed what good roads Germany had.He decided to build new four-lane roads in America.He said if something happened suddenly,the two-lane roads wouldn't be able to carry all the cars that would suddenly leave the cities.Car and oil companies liked his idea and
started.
Car lover
Not just teenagers are crazy about cars.Some Americans love their cars so much that they paint their cars beautifully .These are called Art Cars.Every April there is an activity in Houston,Texas,where they show their cars.
Pollution
Cars have polluted the environment.American President Bush refused a worldwide law that is against pollution.Many countries were angry about it.Bush said he had to think of the American economy and all the American people that make money from cars.Factories say they want to make cars that pollute less.But others say making cars that pollute less will never be as good as having fewer cars.",A,What does the last sentence  mean?,"[""It's better to have fewer cars."", ""It's better to make cars that pollute less."", ""It's easier to make cars that pollute less."", ""It's easier to make people have fewer cars.""]",A. It's better to have fewer cars.
high4474.txt,"A great man married a woman and they had a little lovely girl.
When the little girl was growing up, the man usually hugged her and said, ""I love you, little girl."" The Little girl would say, ""I'm not a little girl any more."" Then the man would laugh, ""But to me, you'll always be my little girl.""
The little girl later left her home and went into the world. No matter where she was, the man would call her and say, ""I love you, little girl.""
One day the little girl received an unexpected phone call. The great man became ill. He couldn't talk, smile, walk, hug or dance.
So she went to the side of the great man. He looked at her and tried to speak, but he could not. She sat next to the great man, and drew her arms around his useless shoulders . Her head on his chest , she thought of many good memories. She felt sad as she couldn't hear the words of love that had comforted her.
And then she heard from within the man, the beat of heart. The magic happened. She heard what she wanted to hear. His heart beat out the words that his mouth could no longer say... I love you, little girl... I love you, little girl.",D,What did the man do after the little girl left her home?,"['He left her wife.', 'He learned to sing and dance', 'He left his home and went into the world.', 'He would call her and showed his love to her.']",D
high7312.txt,"Language is a way to communicate with each other. We started to learn language when we were born. However, people are used to speaking their native language, so immigrants are having many problems between the first generation and the second generation because they don't have the same native language. Also, the second generation is losing their identity. Especially in America, there are many immigrants that came from different countries to succeed in the States.  Because they suffer in lots of areas such as getting a job and trying to speak English, they want their children to speak English, not only at school, but also at home in order to be more successful. Because of this situation, their children are losing their identity and, even more, they are ignoring their parents whose English is not very good.
I think most immigrants are trying to preserve their native language in their new country, but this doesn't help very much in getting a good job. My aunt taught Korean to her children not to help hem succeed in the U.S. she did so, hopefully, to help them establish a Korean identity. Though the second generation was born in the new country, they often get confused about their identity because they look different from others, and also, if they visit their parents' country, they will probably feel different from other people there too. My cousins told me that when they visited Korea a few years ago, they felt different from other Koreans. They could even feel it just strolling around the street because they wore different clothes and walked differently.
We must realize that language is important and valuable for many reasons. Immigrants should make an effort not to be ignored by their children understand their background by teaching them the parents' language. This is very important, not only for the harmony of the family, but also in helping the second generation establish their identity.",A,My aunt taught her children Korean  _  .,"['so that they knew they were of Korean origin', 'so that they would be more successful in the U.S.', ""because she didn't want them to speak English"", 'because she wanted them to respect her']",so that they knew they were of Korean origin
middle2981.txt,"More than anything else in the world, Lion liked being King of the jungle.  He walked around, showing off his power and pride.
Each day Lion took a long lazy sleep under the shade of his favourite tree.  He always dreamed of weaker animals bowing  before him.
One day Mouse ran through the jungle and tripped over Lion's huge paws.  Lion woke up with a start.  ""How dare you wake me up! ""  he shouted angrily.  Lion grabbed Mouse with one paw.  ""On the second thought, I'm in the mood for the snack, and you'll make a delicious meal."", he said.
Mouse cried out, ""King Lion, please spare  me! If you let me live, I'll always remember your kindness.  And, some day, I might be able to help you.""
"" How could such a powerless little mouse ever help me?"" That thought made Lion laugh so much that he decided to let Mouse go.  A week later, Lion was walking through the jungle on the way to his favourite tree when he stepped onto a hunter's net.  The net scooped him up. No matter how he twisted and turned, he couldn't escape.
When Mouse heard Lion's frightened shouts, he raced to help. Mouse quickly chewed through the ropes to make a hole in the net.  Soon, Lion moved out and was free. Lion looked down at the little mouse. ""Thank you for saving my life,"" said Lion, smiling his widest smile.  ""I was mistaken.  You are not a powerless little mouse.  You are a great friend!""",C,What can we learn from the passage?,"['Pride makes you lose what you have.', ""Don't put all your eggs in one basket."", 'Even the small can show great strength.', ""When the cat's away, the mice will play.""]",C. Even the small can show great strength.
high8510.txt,"When English as a foreign language is taught to children at the primary and early secondary levels of education, it is generally taught with a general education aim in mind--that is, it is regarded as a ""good thing"" for them to learn a foreign language as a part of a broad education. There is usually, however, no immediate and specific requirement for such children to make use of the language in any communicative situation. The purpose of learning the language is essentially a ""deferred""   purpose, deferred till the tertiary   level of education, normally at university, where, it is agreed, a knowledge of English would be helpful in their academic studies. Immediate aims of learning English are defined by the requirements of examinations. Inevitably what is taught to primary and secondary level children is not a communicative knowledge of English language use, but a knowledge of how the rules of English operate.
The language system is taught by means of systematic audio-lingual   drill and exercise techniques based on habit formation theory of learning and a structural description of English. This may be an effective manner of teaching English usage, but it is less certain that an understanding of how these rules are related to language in use for communicative purpose is an automatic result of this instruction.
What the thousands of children succeed in learning in this way is what is necessary in order to pass examinations. Whether such examinations accurately reflect the uses to which English will be put at the tertiary level is another matter altogether. Adults, on the other hand, unless they are learning a foreign language for ""pleasure"" at evening institutes, as a ""cultural"" and social experience, are generally highly conscious of the use to which they intend to put it. That use is frequently associated with an academic or professional requirement; without a knowledge of the foreign language, their development in their chosen sphere of work could be restricted or at least adversely affected.",C,Which of the following statements is TRUE according to the passage?,"['English teaching should prepare children for the passing of examination.', 'English should be taught to children at primary and secondary levels.', 'English teaching should help students with their future academic studies.', 'English teaching at primary and secondary levels should focus only on grammar.']",English teaching should help students with their future academic studies.
middle6346.txt,"Do you like children? Do you have free  time in the afternoon?  We need a babysitter  for our son. He's five years old. The working time is Monday to Friday, 3:00 pm to 6:pm. ( $ 5 an hour)
We need help with: Looking after our son; Reading to him; Playing with him.
You must work at our house. We live in Changchun, near the Culture Square . Please call Mr. Green at 5638--2949.
.",C,"From Monday to Friday, the babysitter can work   _   every day.","['one hour', 'two hours', 'three hours', 'four hours']","C, three hours"
high10017.txt,"Danielle Steel, America's sweetheart, is one of the hardest working women in the book business. Unlike other productive authors who write one book at a time, she can work on up to five. Her research before writing takes at least three years. Once she has fully studied her subjects, ready to divide into a book, she can spend twenty hours nonstop at her desk.
Danielle Steel comes from New York and was sent to France for her education. After graduation, he worked in the public relations and advertising, industries. Later she started a job as a writer which she was best fit for. Her achievements are unbelievable: 390 million copies of books in print, nearly fifty New York Times best-selling novels, and a series of ""Max and Martha"" picture books for children to help them. Deal with the real-life problem of death, new babies and new schools. Her l998 book about the death of her was shot to the top of the New York Times best-selling list as soon as it came out. Twenty-eight of her books have been made into film. She is listed in the Guinness Books of World Records for one of her books being the Times best-seller for 381 weeks straight.
Not content with a big house, a loving family, and a view of the Golden Gate Bridge, Danielle Steel considers her readers to be the most important resource and has kept in touch with them by e-mail. While she is often compared to the heroines of her own invention. Her life is undoubtedly much quieter. But if she does have anything in common with them, it is her strength of will and her inimitable style. There is only one Danielle Steel.",D,We can learn from the passage that Danielle Steel  _  .,"['lives an exciting life', 'is pleased with her achievements', 'writes about quiet women', 'values her readers a lot']",D
high16969.txt,"There are three different kinds of friends in our life. I classify  them according to how well I know them and how well they know me.
The first type of friend is just an acquaintance . This means that you only know their names. You might not even remember what they look like if you go away for a short vacation. You don't miss them when they are elsewhere. It is also this type of friend who gives you the most amount of aggravation . Since most of the time you are placed in a position where you have to act friendly, you would not normally tell an acquaintance when he or she is doing something that makes you feel angry, such as tapping the fingers on a table or shouting loudly. I call them ""pest friends"".www.ks5u.com
The second kind of friend is a ""guest friend"". They are just social partners. You meet them at a certain location and at the end of the meeting you go your separate way and they go theirs. You don't talk too often with this sort of friend, and you don't share each other's secrets. Lastly, we have ""best friends"". This sort of friend is there when you need them. They know you as a person and they are there through thick and thin. Best friends are the ones that you can lean and depend on no matter what happens. If you need a listening ear, they will be the one to lend support.
Friends come in all different shapes and sizes. Every friend has an impact on our life.",C,"According to the writer, when a friend of the first type acts in an annoying way, you   _  .","['can tell him/her about it directly', 'should stay away from him/her', 'may find it hard to tell him/her not to do so', 'should advise him/her to correct his/her behavior']",C
middle7678.txt,"A peacock   and a tortoise   were good friends. One day, a bird catcher caught the peacock and was going to sell him on the market. The peacock asked the bird catcher to allow him to say goodbye to his friend the tortoise. The bird catcher agreed.
The tortoise asked the bird catcher to let the peacock go, but he refused. The tortoise then said, ""If I give you a nice gift, will you let my friend go?"" ""Certainly,"" answered the bird catcher.
So the tortoise jumped into the river and after some time, he came up with a big pearl  . The bird catcher was so surprised. He was so happy that he let the peacock go.
A few days later, the bird catcher came back to the tortoise. He thought he didn't get enough for letting the peacock go. He told the tortoise that he would catch the peacock again unless he got another big pearl.
The tortoise knew his friend the peacock went to a safe place. ""Well,"" said the tortoise, ""please return the pearl that I gave you and I will come back with two.""
The bird catcher thought for some time and gave the pearl to the tortoise. Then the tortoise swam away and said, ""I am not so stupid to take one and give two!"" The bird catcher could only stand by the river and feel sorry for being greedy  .",D,The bird catcher came back to the tortoise because he wanted to   _  .,"['sell the tortoise', 'catch more birds', 'learn how to catch fish', 'get more from the tortoise']",get more from the tortoise
