,id,title,context,question,answers,Mistral Verdict
7936,57283ce72ca10214002da150,Doctor_Who,"The revived series has received recognition from critics and the public, across various awards ceremonies. It won five BAFTA TV Awards, including Best Drama Series, the highest-profile and most prestigious British television award for which the series has ever been nominated. It was very popular at the BAFTA Cymru Awards, with 25 wins overall including Best Drama Series (twice), Best Screenplay/Screenwriter (thrice) and Best Actor. It was also nominated for 7 Saturn Awards, winning the only Best International Series in the ceremony's history. In 2009, Doctor Who was voted the 3rd greatest show of the 2000s by Channel 4, behind Top Gear and The Apprentice. The episode ""Vincent and the Doctor"" was shortlisted for a Mind Award at the 2010 Mind Mental Health Media Awards for its ""touching"" portrayal of Vincent van Gogh.",A Doctor Who show featuring Vincent Van Gogh was recognized by what award?,"{'text': ['a Mind Award at the 2010 Mind Mental Health Media Awards', 'Mind Award', 'Mind Award', 'Mind Award'], 'answer_start': [721, 723, 723, 723]}", correct.
9464,572fb42904bcaa1900d76c15,Scottish_Parliament,"After each election to the Scottish Parliament, at the beginning of each parliamentary session, Parliament elects one MSP to serve as Presiding Officer, the equivalent of the speaker (currently Tricia Marwick), and two MSPs to serve as deputies (currently Elaine Smith and John Scott). The Presiding Officer and deputies are elected by a secret ballot of the 129 MSPs, which is the only secret ballot conducted in the Scottish Parliament. Principally, the role of the Presiding Officer is to chair chamber proceedings and the Scottish Parliamentary Corporate Body. When chairing meetings of the Parliament, the Presiding Officer and his/her deputies must be politically impartial. During debates, the Presiding Officer (or the deputy) is assisted by the parliamentary clerks, who give advice on how to interpret the standing orders that govern the proceedings of meetings. A vote clerk sits in front of the Presiding Officer and operates the electronic voting equipment and chamber clocks.",Who is elected to serve as the Presiding Officer at the beginning of each parliamentary session?,"{'text': ['one MSP', 'MSP', 'MSP'], 'answer_start': [114, 118, 118]}", correct.
3396,57115dbe2419e314009555a9,Steam_engine,"The centrifugal governor was adopted by James Watt for use on a steam engine in 1788 after Watt’s partner Boulton saw one at a flour mill Boulton & Watt were building. The governor could not actually hold a set speed, because it would assume a new constant speed in response to load changes. The governor was able to handle smaller variations such as those caused by fluctuating heat load to the boiler. Also, there was a tendency for oscillation whenever there was a speed change. As a consequence, engines equipped only with this governor were not suitable for operations requiring constant speed, such as cotton spinning. The governor was improved over time and coupled with variable steam cut off, good speed control in response to changes in load was attainable near the end of the 19th century.",What was the centrifugal governor incapable of doing?,"{'text': ['hold a set speed', 'hold a set speed', 'hold a set speed'], 'answer_start': [200, 200, 200]}", Correct. The centrifugal governor was incapable of holding a set speed according to the context provided.
8201,57286f373acd2414000df9df,Yuan_dynasty,"The fourth Yuan emperor, Buyantu Khan (Ayurbarwada), was a competent emperor. He was the first Yuan emperor to actively support and adopt mainstream Chinese culture after the reign of Kublai, to the discontent of some Mongol elite. He had been mentored by Li Meng, a Confucian academic. He made many reforms, including the liquidation of the Department of State Affairs (Chinese: 尚書省), which resulted in the execution of five of the highest-ranking officials. Starting in 1313 the traditional imperial examinations were reintroduced for prospective officials, testing their knowledge on significant historical works. Also, he codified much of the law, as well as publishing or translating a number of Chinese books and works.",When did Buyantu resume testing potential government employees?,"{'text': ['1313', '1313', '1313'], 'answer_start': [472, 472, 472]}", Correct. The traditional imperial examinations were reintroduced in 1313 during the reign of Buyantu Khan.
3251,57111b95a58dae1900cd6c53,Huguenot,"Frederick William, Elector of Brandenburg, invited Huguenots to settle in his realms, and a number of their descendants rose to positions of prominence in Prussia. Several prominent German military, cultural, and political figures were ethnic Huguenot, including poet Theodor Fontane, General Hermann von François, the hero of the First World War Battle of Tannenberg, Luftwaffe General and fighter ace Adolf Galland, Luftwaffe flying ace Hans-Joachim Marseille, and famed U-boat captain Lothar von Arnauld de la Perière. The last Prime Minister of the (East) German Democratic Republic, Lothar de Maizière, is also a descendant of a Huguenot family, as is the German Federal Minister of the Interior, Thomas de Maizière.",Who was the final Prime Minister of East Germany?,"{'text': ['Lothar de Maizière', 'Lothar de Maizière', 'Lothar de Maizière'], 'answer_start': [588, 588, 588]}", correct.
567,56bf6e7a3aeaaa14008c961f,Super_Bowl_50,"CBS provided digital streams of the game via CBSSports.com, and the CBS Sports apps on tablets, Windows 10, Xbox One and other digital media players (such as Chromecast and Roku). Due to Verizon Communications exclusivity, streaming on smartphones was only provided to Verizon Wireless customers via the NFL Mobile service. The ESPN Deportes Spanish broadcast was made available through WatchESPN.",What was the domain name of the site that streamed the Super Bowl 50 game? ,"{'text': ['CBSSports.com', 'CBSSports.com', 'CBSSports.com'], 'answer_start': [45, 45, 45]}"," Wrong. The answer should be just one domain name, not a list of multiple domain names. Without knowing the exact context of which stream was being referred to in the question, it's impossible to determine the correct answer based on the given information alone. The answer should be 'CBSSports.com'."
2850,57096505ed30961900e84085,Sky_(United_Kingdom),"On 18 November 2015, Sky announced Sky Q, a range of products and services to be available in 2016. The Sky Q range consists of three set top boxes (Sky Q, Sky Q Silver and Sky Q Mini), a broadband router (Sky Q Hub) and mobile applications. The Sky Q set top boxes introduce a new user interface, Wi-Fi hotspot functionality, Power-line and Bluetooth connectivity and a new touch-sensitive remote control. The Sky Q Mini set top boxes connect to the Sky Q Silver set top boxes with a Wi-Fi or Power-line connection rather than receive their own satellite feeds. This allows all set top boxes in a household to share recordings and other media. The Sky Q Silver set top box is capable of receiving and displaying UHD broadcasts, which Sky will introduce later in 2016.",When is Sky going to introduce UHD broadcasts?,"{'text': ['2016', 'later in 2016', '2016'], 'answer_start': [763, 754, 763]}"," correct. The context states that Sky will introduce UHD broadcasts ""later in 2016."""
3819,57265e11708984140094c3bd,1973_oil_crisis,"OPEC soon lost its preeminent position, and in 1981, its production was surpassed by that of other countries. Additionally, its own member nations were divided. Saudi Arabia, trying to recover market share, increased production, pushing prices down, shrinking or eliminating profits for high-cost producers. The world price, which had peaked during the 1979 energy crisis at nearly $40 per barrel, decreased during the 1980s to less than $10 per barrel. Adjusted for inflation, oil briefly fell back to pre-1973 levels. This ""sale"" price was a windfall for oil-importing nations, both developing and developed.","Why did Saudi Arabia try to increase production, and reduce profits for high cost producers?","{'text': ['recover market share', 'trying to recover market share', 'recover market share', 'to recover market share', 'recover market share'], 'answer_start': [185, 175, 185, 182, 185]}", correct.
3983,5725dd1689a1e219009abfe5,Apollo_program,"NASA immediately convened an accident review board, overseen by both houses of Congress. While the determination of responsibility for the accident was complex, the review board concluded that ""deficiencies existed in Command Module design, workmanship and quality control."" At the insistence of NASA Administrator Webb, North American removed Harrison Storms as Command Module program manager. Webb also reassigned Apollo Spacecraft Program Office (ASPO) Manager Joseph Francis Shea, replacing him with George Low.",How soon after the cabin fire incident did NASA create its accident review board?,"{'text': ['immediately', 'immediately', 'immediately', 'immediately'], 'answer_start': [5, 5, 5, 5]}", correct.
5222,5726778df1498d1400e8e0ad,Newcastle_upon_Tyne,"The Tyneside flat was the dominant housing form constructed at the time when the industrial centres on Tyneside were growing most rapidly. They can still be found in areas such as South Heaton in Newcastle but once dominated the streetscape on both sides of the Tyne. Tyneside flats were built as terraces, one of each pair of doors led to an upstairs flat while the other led into the ground-floor flat, each of two or three rooms. A new development in the Ouseburn valley has recreated them; Architects Cany Ash and Robert Sakula were attracted by the possibilities of high density without building high and getting rid of common areas.",What were Tyneside flats built as?,"{'text': ['terraces', 'terraces', 'terraces'], 'answer_start': [297, 297, 297]}", correct.
7297,57281edd3acd2414000df4ed,"Jacksonville,_Florida","When a consolidation referendum was held in 1967, voters approved the plan. On October 1, 1968, the governments merged to create the Consolidated City of Jacksonville. Fire, police, health & welfare, recreation, public works, and housing & urban development were all combined under the new government. In honor of the occasion, then-Mayor Hans Tanzler posed with actress Lee Meredith behind a sign marking the new border of the ""Bold New City of the South"" at Florida 13 and Julington Creek. The Better Jacksonville Plan, promoted as a blueprint for Jacksonville's future and approved by Jacksonville voters in 2000, authorized a half-penny sales tax. This would generate most of the revenue required for the $2.25 billion package of major projects that included road & infrastructure improvements, environmental preservation, targeted economic development and new or improved public facilities.",What was Jacksonville referred to as after the consolidation?,"{'text': ['""Bold New City of the South""', 'Bold New City of the South', 'Consolidated City of Jacksonville'], 'answer_start': [428, 429, 133]}", correct. The answer provided matches the context given for what Jacksonville was referred to after the consolidation.
961,5733314e4776f4190066076c,Warsaw,"Warsaw lies in east-central Poland about 300 km (190 mi) from the Carpathian Mountains and about 260 km (160 mi) from the Baltic Sea, 523 km (325 mi) east of Berlin, Germany. The city straddles the Vistula River. It is located in the heartland of the Masovian Plain, and its average elevation is 100 metres (330 ft) above sea level. The highest point on the left side of the city lies at a height of 115.7 metres (379.6 ft) (""Redutowa"" bus depot, district of Wola), on the right side – 122.1 metres (400.6 ft) (""Groszówka"" estate, district of Wesoła, by the eastern border). The lowest point lies at a height 75.6 metres (248.0 ft) (at the right bank of the Vistula, by the eastern border of Warsaw). There are some hills (mostly artificial) located within the confines of the city – e.g. Warsaw Uprising Hill (121 metres (397.0 ft)), Szczęśliwice hill (138 metres (452.8 ft) – the highest point of Warsaw in general).",What river does Warsaw straddle?,"{'text': ['Vistula River', 'Vistula', 'Vistula'], 'answer_start': [198, 198, 198]}", Correct.
7895,572833662ca10214002da088,Doctor_Who,"There have also been many references to Doctor Who in popular culture and other science fiction, including Star Trek: The Next Generation (""The Neutral Zone"") and Leverage. In the Channel 4 series Queer as Folk (created by later Doctor Who executive producer Russell T. Davies), the character of Vince was portrayed as an avid Doctor Who fan, with references appearing many times throughout in the form of clips from the programme. In a similar manner, the character of Oliver on Coupling (created and written by current show runner Steven Moffat) is portrayed as a Doctor Who collector and enthusiast. References to Doctor Who have also appeared in the young adult fantasy novels Brisingr and High Wizardry, the video game Rock Band, the soap opera EastEnders, the Adult Swim comedy show Robot Chicken, the Family Guy episodes ""Blue Harvest"" and ""420"", and the game RuneScape. It has also be referenced in Destroy All Humans! 2, by civilians in the game's variation of England, and in Apollo Justice: Ace Attorney.",What series was created by former Doctor Who producer Russell T. Davies?,"{'text': ['Queer as Folk', 'Queer as Folk', 'Queer as Folk'], 'answer_start': [197, 197, 197]}", Wrong. Queer as Folk was created by Russell T. Davies in the year 1999. The list provided in the answer is incorrect as it mentions the same year for every entry.
2648,5705e99452bb891400689688,Southern_California,"Its counties of Los Angeles, Orange, San Diego, San Bernardino, and Riverside are the five most populous in the state and all are in the top 15 most populous counties in the United States.","Orange, San Diego, Riverside and San Bernardino make up four of the five counties. What is the name of the last county?","{'text': ['Los Angeles', 'Los Angeles', 'Riverside'], 'answer_start': [16, 16, 68]}"," Wrong. The answer should be ""Los Angeles"" instead of ""Riverside"". So the correct answer would be:
Answer: {'text': ['Los Angeles', 'Orange', 'San Diego', 'San Bernardino', 'Los Angeles'], 'answer_start': [16, 9, 24, 57, 16]}"
7631,5727efabff5b5019007d98e5,Doctor_Who,"Doctor Who is a British science-fiction television programme produced by the BBC since 1963. The programme depicts the adventures of the Doctor, a Time Lord—a space and time-travelling humanoid alien. He explores the universe in his TARDIS, a sentient time-travelling space ship. Its exterior appears as a blue British police box, which was a common sight in Britain in 1963 when the series first aired. Accompanied by companions, the Doctor combats a variety of foes, while working to save civilisations and help people in need.",What does the outside of the Tardis resemble?,"{'text': ['a blue British police box', 'a blue British police box', 'blue British police box'], 'answer_start': [304, 304, 306]}", correct.
939,57332c1e4776f4190066073a,Warsaw,"After the German Invasion of Poland on 1 September 1939 began the Second World War, Warsaw was defended till September 27. Central Poland, including Warsaw, came under the rule of the General Government, a German Nazi colonial administration. All higher education institutions were immediately closed and Warsaw's entire Jewish population – several hundred thousand, some 30% of the city – herded into the Warsaw Ghetto. The city would become the centre of urban resistance to Nazi rule in occupied Europe. When the order came to annihilate the ghetto as part of Hitler's ""Final Solution"" on 19 April 1943, Jewish fighters launched the Warsaw Ghetto Uprising. Despite being heavily outgunned and outnumbered, the Ghetto held out for almost a month. When the fighting ended, almost all survivors were massacred, with only a few managing to escape or hide.",When did Germany invade Poland and in doing so start World War II?,"{'text': ['September 1939', '1 September 1939', '1 September 1939'], 'answer_start': [41, 39, 39]}", Correct.
165,56bf23363aeaaa14008c952f,Super_Bowl_50,"On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003.",What year did Levi's Stadium become fully approved to host Super Bowl 50?,"{'text': ['2013', '2013', '2013'], 'answer_start': [11, 11, 11]}", correct.
3846,5725ba5038643c19005acbe9,Apollo_program,"In July 1960, NASA Deputy Administrator Hugh L. Dryden announced the Apollo program to industry representatives at a series of Space Task Group conferences. Preliminary specifications were laid out for a spacecraft with a mission module cabin separate from the command module (piloting and re-entry cabin), and a propulsion and equipment module. On August 30, a feasibility study competition was announced, and on October 25, three study contracts were awarded to General Dynamics/Convair, General Electric, and the Glenn L. Martin Company. Meanwhile, NASA performed its own in-house spacecraft design studies led by Maxime Faget, to serve as a gauge to judge and monitor the three industry designs.",How many study contracts were awarded on October 25th?,"{'text': ['three', 'three', 'three', 'three', 'three study contracts'], 'answer_start': [426, 426, 426, 426, 426]}", correct.
1106,56de1645cffd8e1900b4b5d0,Normans,"When finally Edward the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother Harthacnut, he brought with him a Norman-educated mind. He also brought many Norman counsellors and fighters, some of whom established an English cavalry force. This concept never really took root, but it is a typical example of the attitudes of Edward. He appointed Robert of Jumièges archbishop of Canterbury and made Ralph the Timid earl of Hereford. He invited his brother-in-law Eustace II, Count of Boulogne to his court in 1051, an event which resulted in the greatest of early conflicts between Saxon and Norman and ultimately resulted in the exile of Earl Godwin of Wessex.",Who was Edward the Confessor's half-brother?,"{'text': ['Harthacnut', 'Harthacnut', 'Harthacnut'], 'answer_start': [115, 115, 115]}", Correct. Harthacnut was Edward the Confessor's half-brother.
9602,572fdbb004bcaa1900d76ddc,Scottish_Parliament,"The election produced a majority SNP government, making this the first time in the Scottish Parliament where a party has commanded a parliamentary majority. The SNP took 16 seats from Labour, with many of their key figures not returned to parliament, although Labour leader Iain Gray retained East Lothian by 151 votes. The SNP took a further eight seats from the Liberal Democrats and one seat from the Conservatives. The SNP overall majority meant that there was sufficient support in the Scottish Parliament to hold a referendum on Scottish independence.",How many seats did the SNP take from the Liberal Democrats?,"{'text': ['eight', 'eight', 'eight'], 'answer_start': [343, 343, 343]}", correct.
8050,572863363acd2414000df988,University_of_Chicago,"In the fall quarter of 2014, the University of Chicago enrolled 5,792 students in the College, 3,468 students in its four graduate divisions, 5,984 students in its professional schools, and 15,244 students overall. In the 2012 Spring Quarter, international students comprised almost 19% of the overall study body, over 26% of students were domestic ethnic minorities, and about 44% of enrolled students were female. Admissions to the University of Chicago is highly selective. The middle 50% band of SAT scores for the undergraduate class of 2015, excluding the writing section, was 1420–1530, the average MCAT score for entering students in the Pritzker School of Medicine in 2011 was 36, and the median LSAT score for entering students in the Law School in 2011 was 171. In 2015, the College of the University of Chicago had an acceptance rate of 7.8% for the Class of 2019, the lowest in the college's history.","In the fall quarter of 2014, how many students signed up for the university's  in total?","{'text': ['15,244', '15,244', '15,244'], 'answer_start': [190, 190, 190]}", Correct.
4528,5725bdbe38643c19005acc39,Ctenophora,"Ctenophores may be abundant during the summer months in some coastal locations, but in other places they are uncommon and difficult to find. In bays where they occur in very high numbers, predation by ctenophores may control the populations of small zooplanktonic organisms such as copepods, which might otherwise wipe out the phytoplankton (planktonic plants), which are a vital part of marine food chains. One ctenophore, Mnemiopsis, has accidentally been introduced into the Black Sea, where it is blamed for causing fish stocks to collapse by eating both fish larvae and organisms that would otherwise have fed the fish. The situation was aggravated by other factors, such as over-fishing and long-term environmental changes that promoted the growth of the Mnemiopsis population. The later accidental introduction of Beroe helped to mitigate the problem, as Beroe preys on other ctenophores.",What sea were Ctenophores accidently introduced?,"{'text': ['the Black Sea', 'Black Sea', 'Black Sea'], 'answer_start': [474, 478, 478]}", correct.
207,56bf2afe3aeaaa14008c9547,Super_Bowl_50,"Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.",What injury did the Carolina Panthers lose Kelvin Benjamin to during their preseason?,"{'text': ['torn ACL', 'a torn ACL', 'torn ACL'], 'answer_start': [106, 104, 106]}", correct.
5052,572667e2f1498d1400e8de93,Geology,"The principle of inclusions and components states that, with sedimentary rocks, if inclusions (or clasts) are found in a formation, then the inclusions must be older than the formation that contains them. For example, in sedimentary rocks, it is common for gravel from an older formation to be ripped up and included in a newer layer. A similar situation with igneous rocks occurs when xenoliths are found. These foreign bodies are picked up as magma or lava flows, and are incorporated, later to cool in the matrix. As a result, xenoliths are older than the rock which contains them.","What is the principle that states that with sedimentary rocks, inclusions must be older than the formation that contains them?","{'text': ['The principle of inclusions and components', 'principle of inclusions and components', 'The principle of inclusions and components', 'inclusions and components'], 'answer_start': [0, 4, 0, 17]}"," correct.

Context: The principle of inclusions and components states that, with sedimentary rocks, if inclusions (or clasts) are found in a formation, then the inclusions must be older than the formation that contains them. For example, in sedimentary rocks, it is common for gravel from an older formation to be ripped up and included in a newer layer. A similar situation with igneous rocks occurs when xenoliths are found. These foreign bodies are picked up as magma or lava flows, and are incorporated, later to cool in the matrix. As a result, xenoliths are older than the rock which contains them.

Question: Which principle states that with sedimentary rocks, inclusions must be older than the formation that contains them?

Answer: The principle of inclusions and components.

Note: In your answer you provided an array with different ways to write the same phrase. It is considered correct because all of those versions refer to the same concept (the principle of inclusions and components). However, in general it's good practice to provide the exact match of the question's phrase when answering, unless the question explicitly states otherwise."
3830,5725b64d89a1e219009abd40,Apollo_program,"The Apollo program succeeded in achieving its goal of manned lunar landing, despite the major setback of a 1967 Apollo 1 cabin fire that killed the entire crew during a prelaunch test. After the first landing, sufficient flight hardware remained for nine follow-on landings with a plan for extended lunar geological and astrophysical exploration. Budget cuts forced the cancellation of three of these. Five of the remaining six missions achieved successful landings, but the Apollo 13 landing was prevented by an oxygen tank explosion in transit to the Moon, which disabled the command spacecraft's propulsion and life support. The crew returned to Earth safely by using the Lunar Module as a ""lifeboat"" for these functions.",In what year did the Apollo 1 cabin fire occur?,"{'text': ['1967', '1967', '1967', '1967', '1967'], 'answer_start': [107, 107, 107, 107, 107]}", Correct.
1662,56e124f1cd28a01900c67651,Nikola_Tesla,"Tesla was raised an Orthodox Christian. Later in his life, he did not consider himself to be a ""believer in the orthodox sense,"" and opposed religious fanaticism. Despite this, he had a profound respect for both Buddhism and Christianity.",Which two religions did Tesla express respect for?,"{'text': ['Buddhism and Christianity', 'Buddhism and Christianity', 'Buddhism and Christianity'], 'answer_start': [212, 212, 212]}", Correct.
4403,5729edd56aef051400155116,Amazon_rainforest,"The first European to travel the length of the Amazon River was Francisco de Orellana in 1542. The BBC's Unnatural Histories presents evidence that Orellana, rather than exaggerating his claims as previously thought, was correct in his observations that a complex civilization was flourishing along the Amazon in the 1540s. It is believed that the civilization was later devastated by the spread of diseases from Europe, such as smallpox. Since the 1970s, numerous geoglyphs have been discovered on deforested land dating between AD 0–1250, furthering claims about Pre-Columbian civilizations. Ondemar Dias is accredited with first discovering the geoglyphs in 1977 and Alceu Ranzi with furthering their discovery after flying over Acre. The BBC's Unnatural Histories presented evidence that the Amazon rainforest, rather than being a pristine wilderness, has been shaped by man for at least 11,000 years through practices such as forest gardening and terra preta.",For how many years was evidence shown that humans shaped the the Amazon?,"{'text': ['11,000 years', 'at least 11,000 years', 'at least 11,000 years'], 'answer_start': [892, 883, 883]}", correct.
3688,571cda1bdd7acb1400e4c199,Oxygen,"Oxygen storage methods include high pressure oxygen tanks, cryogenics and chemical compounds. For reasons of economy, oxygen is often transported in bulk as a liquid in specially insulated tankers, since one liter of liquefied oxygen is equivalent to 840 liters of gaseous oxygen at atmospheric pressure and 20 °C (68 °F). Such tankers are used to refill bulk liquid oxygen storage containers, which stand outside hospitals and other institutions with a need for large volumes of pure oxygen gas. Liquid oxygen is passed through heat exchangers, which convert the cryogenic liquid into gas before it enters the building. Oxygen is also stored and shipped in smaller cylinders containing the compressed gas; a form that is useful in certain portable medical applications and oxy-fuel welding and cutting.",In what form is oxygen transported in smaller containers?,"{'text': ['compressed gas', 'compressed gas', 'compressed gas;', 'compressed gas', 'compressed gas'], 'answer_start': [691, 691, 691, 691, 691]}", Correct.
7904,572835854b864d190016472f,Doctor_Who,"Since 1999, Big Finish Productions has released several different series of Doctor Who audios on CD. The earliest of these featured the Fifth, Sixth and Seventh Doctors, with Paul McGann's Eight Doctor joining the line in 2001. Tom Baker's Fourth Doctor began appearing for Big Finish in 2012. Along with the main range, adventures of the First, Second and Third Doctors have been produced in both limited cast and full cast formats, as well as audiobooks. The 2013 series Destiny of the Doctor, produced as part of the series' 50th Anniversary celebrations, marked the first time Big Finish created stories (in this case audiobooks) featuring the Doctors from the revived show.",What series featured Doctors from the revised version of Doctor Who?,"{'text': ['Destiny of the Doctor', 'The 2013 series', 'Destiny of the Doctor'], 'answer_start': [473, 457, 473]}"," correct.

However, in your answer, you mentioned "" Destiny of the Doctor, The 2013 series, Destiny of the Doctor"" but in context it is only mentioned as ""Destiny of the Doctor"". So it would be better to write the answer as ""Destiny of the Doctor"" only."
523,56d9b6a3dc89441400fdb730,Super_Bowl_50,"The Super Bowl 50 Host Committee has vowed to be ""the most giving Super Bowl ever"", and will dedicate 25 percent of all money it raises for philanthropic causes in the Bay Area. The committee created the 50 fund as its philanthropic initiative and focuses on providing grants to aid with youth development, community investment and sustainable environments.",What was the name of the work to give grants for youth development and other things?,"{'text': ['50 fund', 'the 50 fund', '50 fund'], 'answer_start': [204, 200, 204]}", correct.
6194,5726bf135951b619008f7ceb,Genghis_Khan,"With such a small force, the invading Mongols were forced to change strategies and resort to inciting internal revolt among Kuchlug's supporters, leaving the Qara Khitai more vulnerable to Mongol conquest. As a result, Kuchlug's army was defeated west of Kashgar. Kuchlug fled again, but was soon hunted down by Jebe's army and executed. By 1218, as a result of defeat of Qara Khitai, the Mongol Empire and its control extended as far west as Lake Balkhash, which bordered the Khwarezmia (Khwarezmid Empire), a Muslim state that reached the Caspian Sea to the west and Persian Gulf and the Arabian Sea to the south.",How far west did the Mongol Empire extend after Kuchlug's demise?,"{'text': ['Lake Balkhash', 'Lake Balkhash', 'Lake Balkhash,'], 'answer_start': [443, 443, 443]}", Correct. The Mongol Empire extended as far west as Lake Balkhash after Kuchlug's demise.
1237,56e0c2307aa994140058e6e2,Nikola_Tesla,"In 1873, Tesla returned to his birthtown, Smiljan. Shortly after he arrived, Tesla contracted cholera; he was bedridden for nine months and was near death multiple times. Tesla's father, in a moment of despair, promised to send him to the best engineering school if he recovered from the illness (his father had originally wanted him to enter the priesthood).",What was Tesla's father's original plans for Tesla?,"{'text': ['enter the priesthood', 'the priesthood', 'enter the priesthood'], 'answer_start': [337, 343, 337]}", correct.
9909,57309ef18ab72b1400f9c604,Imperialism,"The correlation between capitalism, aristocracy, and imperialism has long been debated among historians and political theorists. Much of the debate was pioneered by such theorists as J. A. Hobson (1858–1940), Joseph Schumpeter (1883–1950), Thorstein Veblen (1857–1929), and Norman Angell (1872–1967). While these non-Marxist writers were at their most prolific before World War I, they remained active in the interwar years. Their combined work informed the study of imperialism and it's impact on Europe, as well as contributed to reflections on the rise of the military-political complex in the United States from the 1950s. Hobson argued that domestic social reforms could cure the international disease of imperialism by removing its economic foundation. Hobson theorized that state intervention through taxation could boost broader consumption, create wealth, and encourage a peaceful, tolerant, multipolar world order.",How did Hobson argue to rid the world of imperialism?,"{'text': ['taxation', 'removing its economic foundation', 'domestic social reforms', 'removing its economic foundation', 'removing its economic foundation.'], 'answer_start': [808, 725, 646, 725, 725]}"," correct.

Hobson argued for using taxation, domestic social reforms, and state intervention to remove the economic foundation of imperialism."
4286,5726bcde708984140094cfc1,European_Union_law,"Citizenship of the EU has increasingly been seen as a ""fundamental"" status of member state nationals by the Court of Justice, and has accordingly increased the number of social services that people can access wherever they move. The Court has required that higher education, along with other forms of vocational training, should be more access, albeit with qualifying periods. In Commission v Austria the Court held that Austria was not entitled to restrict places in Austrian universities to Austrian students to avoid ""structural, staffing and financial problems"" if (mainly German) foreign students applied for places because there was little evidence of an actual problem.",In which case did the Court state that Austria was not allowed to hold places in Austrian schools exclusively for Austrian students?,"{'text': ['Commission v Austria', 'Commission v Austria the Court', 'Commission v Austria'], 'answer_start': [380, 380, 380]}"," correct.

The context and answer both mention ""Commission v Austria"" as the case where the Court stated that Austria was not allowed to hold places in Austrian universities exclusively for Austrian students."
2370,56f8599aa6d7ea1400e175af,Martin_Luther,"By 1526, Luther found himself increasingly occupied in organising a new church. His Biblical ideal of congregations' choosing their own ministers had proved unworkable. According to Bainton: ""Luther's dilemma was that he wanted both a confessional church based on personal faith and experience and a territorial church including all in a given locality. If he were forced to choose, he would take his stand with the masses, and this was the direction in which he moved."" From 1525 to 1529, he established a supervisory church body, laid down a new form of worship service, and wrote a clear summary of the new faith in the form of two catechisms. Luther's thought is revolutionary to the extent that it is a theology of the cross, the negation of every affirmation: as long as the cross is at the center, the system building tendency of reason is held in check, and system building does not degenerate into System.","In organizing a new church, what did Luther find to be unworkable for congregations?","{'text': ['choosing their own ministers', 'choosing their own ministers', 'confessional church based on personal faith and experience and a territorial church including all in a given locality'], 'answer_start': [117, 117, 235]}"," correct.

The context mentions that Luther's idea of congregations choosing their own ministers was unworkable, and the answer correctly reflects that. The repetition in the list is not an issue as long as it accurately represents the information from the context."
7790,572814882ca10214002d9d74,Doctor_Who,"Following the series revival in 2005, Derek Jacobi provided the character's re-introduction in the 2007 episode ""Utopia"". During that story the role was then assumed by John Simm who returned to the role multiple times through the Tenth Doctor's tenure. As of the 2014 episode ""Dark Water,"" it was revealed that the Master had become a female incarnation or ""Time Lady,"" going by the name of ""Missy"" (short for Mistress, the feminine equivalent of ""Master""). This incarnation is played by Michelle Gomez.",In what year did the Master reincarnate into a female body?,"{'text': ['2014', 'Dark Water', '2014'], 'answer_start': [264, 278, 264]}", Correct.
2992,570d4329fed7b91900d45dd7,Victoria_(Australia),"On 1 July 1851, writs were issued for the election of the first Victorian Legislative Council, and the absolute independence of Victoria from New South Wales was established proclaiming a new Colony of Victoria. Days later, still in 1851 gold was discovered near Ballarat, and subsequently at Bendigo. Later discoveries occurred at many sites across Victoria. This triggered one of the largest gold rushes the world has ever seen. The colony grew rapidly in both population and economic power. In ten years the population of Victoria increased sevenfold from 76,000 to 540,000. All sorts of gold records were produced including the ""richest shallow alluvial goldfield in the world"" and the largest gold nugget. Victoria produced in the decade 1851–1860 20 million ounces of gold, one third of the world's output[citation needed].",On what date was Victoria declared independent from New South Wales?,"{'text': ['1 July 1851', '1 July 1851', '1 July 1851'], 'answer_start': [3, 3, 3]}", correct.
